city;state;date_time;shape
Seekonk;RI;28/11/2016 18:00;circle
Houston;TX;04/11/2016 19:00;formation
Sarles;ND;04/11/2016 19:38;fireball
Centerville;UT;04/11/2016 22:20;oval
Santa Rosa;CA;04/11/2016 22:25;cigar
Waynesville;MO;28/11/2016 18:30;light
Redbank;NJ;04/11/2016 23:00;formation
St. Petersburg;FL;28/11/2016 18:35;circle
American Canyon;CA;28/11/2016 19:00;chevron
Birmingham (UK/England);;28/11/2016 20:09;diamond
Athol;MA;28/11/2016 22:00;light
Sutherlin;OR;28/11/2016 23:00;other
Tazewell;VA;28/11/2016 23:00;circle
Holland;NY;05/11/2016 00:15;sphere
Los Angeles;CA;05/11/2016 01:15;unknown
Sioux Falls;SD;05/11/2016 11:56;oval
Manchester;NH;05/11/2016 06:38;formation
Burlington;WI;05/11/2016 15:45;light
Hayes (UK/England);;29/11/2016 02:15;triangle
Philadelphia;PA;05/11/2016 17:15;other
Elkton;MD;05/11/2016 17:00;light
Anchor Point;AK;29/11/2016 06:00;fireball
Happy Valley;OR;29/11/2016 06:45;circle
Plainfield;IL;29/11/2016 12:10;changing
Janesville;WI;29/11/2016 18:20;other
Midland;MI;29/11/2016 18:50;triangle
Corona;CA;29/11/2016 19:00;circle
Englewood;CO;29/11/2016 19:45;unknown
West Orange;NJ;05/11/2016 17:53;fireball
Hampstead;MD;05/11/2016 18:00;fireball
Bethesda;MD;05/11/2016 18:10;fireball
Derry;NH;05/11/2016 18:45;formation
Kingman;AZ;05/11/2016 19:00;unknown
Charlestown;RI;05/11/2016 19:35;light
Goldhill;NC;05/11/2016 20:15;oval
Winter Haven;FL;15/07/1981 21:00;other
Seaford;DE;30/06/1984 20:00;sphere
Brooksville;FL;20/04/1994 22:00;light
Sacramento;CA;19/08/2007 21:15;light
Bunkerville;NV;15/04/2009 03:00;unknown
Mount Juliet;TN;01/11/2011 23:00;light
Fairfield;CA;29/11/2016 19:45;changing
Carlinville;IL;29/11/2016 20:15;rectangle
Niagara Falls;ON;29/11/2016 21:00;circle
Colorado Springs;CO;29/11/2016 22:15;triangle
American Canyon;CA;29/11/2016 22:27;triangle
Bridgeport;WV;29/11/2016 22:47;oval
Belmont;MI;29/11/2016 23:30;circle
Jonesborough;TN;05/11/2016 20:30;circle
Barboursville;WV;05/11/2016 20:45;formation
Rochester;NY;05/11/2016 21:30;fireball
Ithaca;NY;05/11/2016 21:45;light
Scottsdale;AZ;05/11/2016 22:35;fireball
Titusville;FL;05/11/2016 23:15;circle
Stevensville;MI;05/11/2016 23:30;light
Avondale;AZ;06/11/2016 00:30;light
Perth (Australia);;16/09/2014 21:30;circle
Summerville;SC;10/10/2015 22:20;light
Pueblo;CO;19/02/2016 19:39;sphere
Luxora;AR;01/03/2016 04:08;cigar
Lakewood;CO;03/07/2016 23:30;circle
Grants;NM;31/08/2016 19:38;light
Naperville;IL;02/09/2016 19:23;triangle
Vacaville;CA;15/07/1995 02:20;oval
Heflin;AL;01/07/2013 20:00;circle
Keystone Heights;FL;20/09/2013 22:00;flash
Oviedo;FL;06/07/2014 16:00;sphere
Talihina;OK;23/04/2015 19:00;fireball
Circleville;OH;18/09/2015 05:30;other
Fayetteville;TX;30/11/2016 19:30;triangle
Kingsland;GA;30/11/2016 20:00;unknown
Radcliff;KY;30/11/2016 20:40;triangle
Riverton;WY;30/11/2016 21:00;circle
Camp Shelby;MS;30/11/2016 23:30;unknown
Edmonds;WA;30/11/2016 23:45;changing
Asbury Park;NJ;01/12/2016 16:30;oval
Montgomery;AL;01/12/2016 17:30;circle
Amherst;NY;01/12/2016 18:00;oval
Palmyra;WI;06/11/2016 01:00;sphere
Sanford;NC;06/11/2016 02:15;light
Amherst;MA;06/11/2016 02:30;unknown
Oak Lawn;IL;06/11/2016 03:55;
Rosamond;CA;06/11/2016 05:00;circle
Bethany Beach;DE;06/11/2016 11:10;cone
Osceola;IA;06/11/2016 18:15;flash
Manistique;MI;03/09/2016 03:00;triangle
Angels Camp;CA;03/09/2016 22:28;unknown
San Juan (Puerto Rico);;10/09/2016 18:20;other
Thornton;CO;11/09/2016 11:00;cigar
South Haven;MI;12/09/2016 22:00;disk
Nevada;MO;16/09/2016 02:30;
Charleston;SC;16/09/2016 12:43;triangle
Stevens Point;WI;26/08/2016 19:31;sphere
Webster;NY;05/09/2016 10:00;light
San Leandro;CA;15/09/2016 00:00;other
Prince William;VA;15/09/2016 14:30;disk
Nashville;TN;21/09/2016 19:40;diamond
Geneva;NY;01/10/2016 09:15;flash
Marietta;OH;08/10/2016 20:00;chevron
Austin;TX;10/10/2016 09:40;unknown
Edmonton;AB;10/10/2016 13:30;sphere
Conway;SC;01/12/2016 18:45;formation
Glendale;AZ;01/12/2016 18:52;light
Portland;TN;01/12/2016 19:45;light
Plainville;CT;01/12/2016 20:35;circle
Snellville;GA;02/12/2016 09:26;triangle
Ashland;VA;02/12/2016 17:00;
Pittsburgh;PA;06/11/2016 18:45;unknown
Mortimer (UK/England);;06/11/2016 19:30;light
Hoschton;GA;06/11/2016 20:03;light
Palmyra;MO;06/11/2016 20:12;light
Las Vegas;NV;06/11/2016 20:15;circle
Villa Park;IL;06/11/2016 20:35;circle
Amherst;NY;20/09/2016 20:00;sphere
Shelbyville;IN;21/09/2016 04:23;triangle
Cumberland Center;ME;24/09/2016 21:17;other
Rocklin;CA;25/09/2016 19:45;unknown
Bellingham;WA;25/09/2016 20:00;circle
North Pole;AK;27/09/2016 01:30;unknown
Centennial;CO;27/09/2016 17:15;circle
Littleton;CO;28/09/2016 14:30;diamond
Chesterfield;;28/09/2016 19:00;changing
Roswell;NM;;disk
Steamboat Springs;CO;15/09/1977 05:00;
Medix Run;PA;15/09/1979 23:00;circle
Antioch;CA;31/10/1981 19:00;rectangle
Mount Rainier;WA;24/07/1982 23:00;light
Fort Campbell;KY;01/07/1987 22:00;unknown
Peten (Ecudad)(Guatemala);;03/02/2000 01:00;cigar
Indianapolis;IN;01/07/2000 03:00;triangle
Lido Beach;NY;11/10/2016 16:34;circle
Yakima;WA;19/10/2016 01:06;light
Harwinton;CT;20/10/2016 06:00;triangle
Johns Creek;GA;21/10/2016 16:00;sphere
Grass Valley;CA;21/10/2016 21:00;triangle
Sterling Heights;MI;21/10/2016 23:22;chevron
Phoenix;AZ;21/10/2016 23:50;other
Stevens Point;WI;22/10/2016 00:55;sphere
Shawnee;OK;22/10/2016 03:30;circle
Raphine;VA;02/12/2016 18:00;circle
Reidsville;NC;02/12/2016 20:00;light
Philadelphia;PA;02/12/2016 22:00;light
Gorham;ME;03/12/2016 14:00;
Santa Cruz;CA;03/12/2016 16:00;light
Whittier;CA;03/12/2016 16:00;formation
North Snohomish;WA;03/12/2016 17:15;formation
Rockville;MD;03/12/2016 18:00;oval
Colorado Springs;CO;06/11/2016 21:15;triangle
Dripping Springs;TX;06/11/2016 21:20;light
Ventura;CA;07/11/2016 05:00;unknown
Creston;IA;07/11/2016 06:03;sphere
Lidgerwood;ND;07/11/2016 07:30;circle
Portland;OR;07/11/2016 10:30;other
Staten Island;NY;07/11/2016 13:30;egg
Lidgerwood;ND;07/11/2016 16:00;circle
Overland Park;KS;28/09/2016 23:00;fireball
Canby;OR;29/09/2016 09:00;rectangle
Marietta;GA;29/09/2016 19:15;changing
Marietta;GA;29/09/2016 19:16;cylinder
North Sioux City;SD;29/09/2016 21:00;light
Phenix City;AL;29/09/2016 22:10;egg
Weiser;ID;30/09/2016 07:10;light
Las Vegas;NV;30/09/2016 15:30;oval
Cape Coral;FL;30/09/2016 19:00;other
Fort Benning;GA;10/07/2005 12:00;sphere
Sunset;SC;18/11/2005 10:49;circle
Towson;MD;30/06/2009 20:00;sphere
Naples;FL;30/08/2009 04:00;sphere
Bowling Green;KY;23/09/2013 05:30;oval
Lexington;KY;13/06/2014 13:00;sphere
New York;NY;12/08/2014 23:00;light
Bellingham;WA;30/06/2015 14:00;other
Nashville;TN;22/10/2016 20:40;diamond
Siolim (Goa) (India);;22/10/2016 21:00;oval
San Tan Valley;AZ;25/10/2016 18:35;formation
Spring hill;FL;26/10/2016 08:20;circle
Wilmington;CA;26/10/2016 23:00;light
Aurora;CO;27/10/2016 19:00;fireball
Petal;MS;27/10/2016 19:00;other
Boone Grove;IN;03/12/2016 18:15;disk
Morgantown;WV;03/12/2016 21:00;light
Matawan;NJ;03/12/2016 23:37;flash
London;ON;04/12/2016 12:10;other
Marana;AZ;04/12/2016 14:16;
Mission Viejo;CA;04/12/2016 15:03;light
Severn;MD;04/12/2016 17:30;light
McCordsville;IN;07/11/2016 17:00;oval
Berlin;WI;07/11/2016 17:36;unknown
Porter Ranch;CA;07/11/2016 17:49;triangle
Reseda;CA;07/11/2016 17:50;chevron
Oregon House;CA;07/11/2016 19:00;circle
Reinholds;PA;07/11/2016 19:45;sphere
Goleta;;07/11/2016 20:00;
Moon;PA;07/11/2016 20:20;triangle
Gordonsville;TN;07/11/2016 21:15;circle
Eastvale;CA;30/09/2016 19:10;light
Oxnard;CA;30/09/2016 19:30;unknown
Pittsfield;ME;30/09/2016 20:00;light
Arvada;CO;30/09/2016 20:30;formation
Sault Ste. Marie;ON;30/09/2016 20:45;circle
Mooresville;NC;30/09/2016 21:00;sphere
Honolulu;HI;30/09/2016 21:34;rectangle
Marlton;NJ;30/09/2016 23:15;
Stanley;VA;07/06/2016 22:00;circle
Potwin;KS;10/06/2016 21:30;
Richland;OR;23/07/2016 23:00;light
Benson;AZ;15/09/2016 23:20;rectangle
Tulsa;OK;18/09/2016 08:00;triangle
Ottawa;ON;28/09/2016 21:00;triangle
Lemitar;NM;01/10/2016 08:33;fireball
Greenfield;OH;05/10/2016 10:00;cigar
Tucson;AZ;27/10/2016 20:00;other
Edmond;OK;27/10/2016 20:30;other
Gardner;KS;27/10/2016 20:40;other
Bayonne;NJ;27/10/2016 21:30;cylinder
Topanga;CA;27/10/2016 22:00;circle
Norman;OK;27/10/2016 22:40;teardrop
Hancock;MD;15/10/1977 18:00;cigar
Kansas City;MO;30/06/2006 21:00;sphere
Eureka;CA;14/08/2006 20:00;sphere
Fresno;CA;22/12/2014 18:38;chevron
Mhow (India);;23/07/2015 20:20;flash
Tehran;;16/05/2016 21:47;formation
Brinklow;MD;04/12/2016 18:15;circle
Redwood Falls;MN;04/12/2016 19:00;circle
Sioux Falls;SD;04/12/2016 19:32;light
Freeport;ME;04/12/2016 20:00;diamond
Sauk Rapids;MN;04/12/2016 23:10;triangle
Bethlehem;GA;07/11/2016 22:00;unknown
Redmond;WA;08/11/2016 00:00;chevron
Silver Spring;MD;08/11/2016 20:00;light
Edmonton;AB;08/11/2016 20:30;light
Garden City;ID;08/11/2016 21:50;other
Hanford;CA;08/11/2016 22:00;light
"Sera Chou (Hiroshima; Japan)";;08/11/2016 22:08;light
Wilmington;NC;08/11/2016 22:57;fireball
Naples;FL;30/09/2016 23:22;changing
Minneapolis;MN;01/10/2016 02:00;changing
Saint Augustine;FL;01/10/2016 03:30;light
Ferndale;WA;01/10/2016 05:30;light
Blue Ridge;GA;01/10/2016 08:00;other
Orlando;FL;01/10/2016 14:50;triangle
Madera;CA;01/10/2016 12:01;unknown
New Ipswich;NH;07/10/2016 21:15;oval
Marietta;OH;08/10/2016 20:45;changing
Chicago;IL;08/10/2016 19:47;oval
Morrison;CO;09/10/2016 00:00;unknown
Yosemite National Park;CA;10/10/2016 19:00;disk
Elizabethtown;PA;10/10/2016 19:17;fireball
Ashland;NE;27/10/2016 23:45;sphere
Walker;KS;27/10/2016 23:45;circle
Burnet;TX;28/10/2016 00:30;fireball
Bowling Green;KY;28/10/2016 02:00;formation
Florence;AZ;28/10/2016 04:30;circle
Woodstock;ON;28/10/2016 06:00;light
Cherryville;NC;28/10/2016 15:00;formation
Beijing/Hong Kong (between);;28/10/2016 19:00;circle
Springfield;IL;28/10/2016 19:00;circle
Knoxville;TN;19/05/2016 21:50;circle
Tustin;CA;19/08/2016 20:30;rectangle
Bradenton;FL;23/09/2016 20:45;triangle
Marietta;OH;08/10/2016 20:56;light
University Place;WA;11/10/2016 10:10;changing
Charlotte;NC;14/10/2016 03:00;circle
New York;NY;14/10/2016 10:40;light
Clarkdale community;MS;15/10/2016 02:00;circle
La Pine;OR;05/12/2016 01:40;fireball
San Antonio;FL;08/11/2016 23:11;triangle
Wheat Ridge;CO;09/11/2016 03:40;light
Mountain View;MO;09/11/2016 05:15;fireball
Independence;MO;09/11/2016 12:15;diamond
Independence;MO;09/11/2016 12:15;diamond
Findlay;OH;09/11/2016 13:55;circle
Silverton;OR;09/11/2016 16:35;disk
Santa Ana;CA;09/11/2016 16:45;unknown
West Park;PA;01/10/2016 16:20;triangle
Fernley;NV;01/10/2016 18:15;cylinder
Sullivan;IL;01/10/2016 19:00;fireball
Boulder;CO;01/10/2016 19:00;triangle
Glenrock;WY;01/10/2016 19:30;disk
Tampa;FL;01/10/2016 19:30;light
Phoenix;AZ;01/10/2016 19:30;other
Denver;CO;01/10/2016 19:45;formation
Ocean Shores;WA;11/10/2016 13:35;circle
Douglasville;GA;12/10/2016 20:35;circle
Douglasville;GA;12/10/2016 20:35;circle
Ottawa;ON;13/10/2016 07:00;light
Gulfport;MS;13/10/2016 09:45;other
Houston;TX;13/10/2016 17:00;diamond
Spearhead Point Campground;WI;13/10/2016 19:00;sphere
Ocean Springs;MS;13/10/2016 19:00;light
Bowdoinham;ME;13/10/2016 19:00;diamond
Jeromesville;OH;28/10/2016 19:30;flash
Alvin;TX;29/10/2016 02:21;light
Sumner;MS;29/10/2016 06:00;light
Racine;WI;29/10/2016 18:55;sphere
San Diego;CA;29/10/2016 19:10;light
Canton;GA;29/10/2016 21:45;formation
Mayfield Heights;OH;29/10/2016 22:00;triangle
Lakewood;CO;15/10/2016 20:00;cross
Fort Washington;MD;18/10/2016 00:18;other
Kuna;ID;19/10/2016 19:45;formation
Johns Creek;GA;20/10/2016 16:05;sphere
Pacific Palisades;CA;20/10/2016 19:00;unknown
Clarkson;KY;20/10/2016 20:13;teardrop
Colorado Springs;CO;20/10/2016 20:30;unknown
Leominster;MA;09/11/2016 17:00;disk
Portage;IN;09/11/2016 17:12;other
Helena;MT;09/11/2016 18:00;triangle
Fort Fraiser;BC;09/11/2016 18:15;light
Saskatoon;SK;09/11/2016 18:20;
Summerville;SC;09/11/2016 18:30;triangle
Grand Blanc;MI;01/10/2016 19:45;light
High Ridge;MO;01/10/2016 20:00;oval
Graham;WA;01/10/2016 20:00;light
Havre de Grace;MD;01/10/2016 20:10;circle
Candor;NC;01/10/2016 20:30;cylinder
San Jose;CA;01/10/2016 20:35;teardrop
Plano;TX;01/10/2016 20:41;light
Socorro;NM;13/10/2016 20:30;light
Newfoundland;PA;13/10/2016 21:00;light
Gilford;NH;13/10/2016 21:30;light
Parker;AZ;13/10/2016 22:00;sphere
Middletown;NY;14/10/2016 03:45;unknown
New York;NY;14/10/2016 11:00;diamond
Albion;IN;14/10/2016 17:00;oval
Hemet;CA;29/10/2016 22:45;light
Lansing;MI;29/10/2016 00:00;unknown
Alpharetta;GA;29/10/2016 00:00;fireball
Dothan;AL;30/10/2016 02:00;circle
Everett;WA;30/10/2016 04:00;light
Holmes Beach;FL;30/10/2016 17:34;disk
Seguin;TX;30/10/2016 19:46;cone
Saint Thomas;ON;30/10/2016 20:00;chevron
Knoxville;TN;30/10/2016 20:20;light
Stillwater;MN;20/10/2016 20:45;light
Park City;UT;20/10/2016 21:00;disk
Columbus;KS;21/10/2016 00:34;light
Newhall;CA;21/10/2016 01:45;triangle
Carrollton;TX;21/10/2016 12:40;sphere
Brunswick;MD;21/10/2016 18:30;oval
Spokane;WA;09/11/2016 21:30;triangle
San Rafael;CA;09/11/2016 21:30;circle
Madison;SD;09/11/2016 23:00;light
Albemarle;NC;09/11/2016 23:58;cylinder
La Habra;CA;10/11/2016 00:00;light
Saskatoon;SK;10/11/2016 08:34;cylinder
Chula Vista;CA;01/10/2016 20:43;triangle
Bucksport;ME;01/10/2016 20:48;chevron
Yukon;OK;01/10/2016 21:00;flash
Monetta;SC;01/10/2016 21:30;other
Irvine;CA;01/10/2016 21:45;fireball
Laona;WI;01/10/2016 22:00;unknown
Bend;OR;01/10/2016 22:00;light
Whiting;IN;01/10/2016 22:00;circle
;;;
Hobbs;NM;;sphere
South Huntington;PA;;disk
Exeter;RI;;triangle
New York;NY;07/08/1999 00:00;triangle
Cortez;CO;05/04/2000 23:00;other
Lawton;OK;15/08/2001 03:00;other
Bend;OR;14/10/2016 17:48;circle
Lithia;FL;14/10/2016 18:00;circle
New York;NY;14/10/2016 18:30;teardrop
City of Saint Peters;MO;14/10/2016 22:00;other
Centerburg;OH;14/10/2016 23:45;triangle
Waterbury;CT;15/10/2016 00:00;triangle
Valle Vista;CA;15/10/2016 13:30;disk
Arvada;CO;15/10/2016 15:30;chevron
Hickory;NC;30/10/2016 21:00;other
Fort Lauderdale;FL;30/10/2016 21:00;sphere
Cape Canaveral;FL;30/10/2016 21:00;circle
Athens;GA;30/10/2016 21:10;fireball
Oxnard;CA;30/10/2016 21:30;fireball
Wellington;FL;30/10/2016 22:15;oval
Greensboro;NC;31/10/2016 00:00;fireball
Columbia;SC;31/10/2016 00:25;light
Denver;CO;21/10/2016 21:00;other
Elizabethtown;PA;21/10/2016 22:15;triangle
Springfield;MO;21/10/2016 22:40;triangle
Forrestville;MD;21/10/2016 23:00;light
Cullman;AL;21/10/2016 23:30;formation
Lakeland;FL;22/10/2016 02:32;formation
Glendale;AZ;10/11/2016 15:30;other
Lester Prairie;MN;10/11/2016 17:20;sphere
Arlington;WA;10/11/2016 17:45;light
San Jose;CA;10/11/2016 18:00;formation
Washington;PA;10/11/2016 18:00;light
Euless;TX;10/11/2016 18:40;circle
Phoenix;AZ;10/11/2016 19:00;circle
Central;LA;01/10/2016 22:00;fireball
Kenner;LA;01/10/2016 22:00;circle
Long Island;NY;01/10/2016 22:15;fireball
North Mankato;MN;01/10/2016 22:20;chevron
Santa Rosa Beach;FL;01/10/2016 00:00;teardrop
Mexico;;02/10/2016 00:00;
Wanaque Reservoir;NJ;;sphere
Putnam County;NY;;sphere
Eastland;TX;01/01/1990 19:00;light
Carrollton;VA;14/06/2002 21:00;circle
Bloomfield;NM;17/09/2002 08:00;teardrop
New York;NY;28/08/2004 01:10;fireball
Grand Junction;CO;10/06/2005 01:00;circle
Ojo Caliente;NM;28/09/2006 13:00;sphere
Madera;CA;20/08/2010 00:00;circle
Cincinnati;OH;29/09/2012 21:00;sphere
Brookings;SD;23/07/2016 19:00;sphere
Blythe;CA;01/08/2016 19:33;disk
Ann Arbor;MI;22/08/2016 20:27;light
Houston;TX;15/10/2016 17:00;diamond
Idaho Falls;ID;15/10/2016 18:00;triangle
Prescott;AZ;15/10/2016 18:03;unknown
Greenfield;IN;15/10/2016 19:00;triangle
Aliquippa;PA;15/10/2016 19:30;light
Nashua;NH;15/10/2016 19:40;circle
Anacoco;LA;15/10/2016 20:15;fireball
Tempe;AZ;31/10/2016 01:16;fireball
Delta;CO;31/10/2016 05:30;light
Fort Myers;FL;31/10/2016 06:35;formation
Cracroft Island;BC;31/10/2016 11:40;cross
Tuckerton;NJ;31/10/2016 15:00;sphere
Thomasville;GA;31/10/2016 17:30;other
Gretna;NE;31/10/2016 19:30;light
Pennsburg;PA;31/10/2016 19:55;unknown
Charlottesville;VA;31/10/2016 22:35;light
Cutthroat Lake Trail - Hwy 20;WA;22/10/2016 12:00;circle
Grand Rapids;MI;22/10/2016 12:46;unknown
Shingle Springs;CA;22/10/2016 13:50;diamond
Krum;TX;22/10/2016 14:25;disk
Nashville;TN;22/10/2016 16:30;light
Moon;PA;22/10/2016 18:15;triangle
Derby;KS;22/10/2016 19:30;light
Beaver Dam;WI;22/10/2016 19:40;other
Glendale;AZ;10/11/2016 19:00;formation
Phoenix;AZ;10/11/2016 19:15;formation
Glendale;AZ;10/11/2016 19:15;light
Glendale;AZ;10/11/2016 19:17;light
Colorado Springs;CO;10/11/2016 19:35;light
Indianapolis;IN;10/11/2016 19:45;sphere
Lemon Grove;CA;10/11/2016 20:15;light
Waverly;TN;02/10/2016 00:14;oval
Iowa City;IA;02/10/2016 00:45;light
Lynnwood;WA;02/10/2016 01:11;other
Winnipeg;MB;02/10/2016 01:30;light
Woodruff;SC;02/10/2016 02:00;light
Houston;TX;02/10/2016 04:30;circle
Watsonville;CA;02/10/2016 04:50;unknown
Reno;NV;02/10/2016 10:44;
Washington;DC;02/10/2016 11:00;other
San Diego;CA;01/01/2008 01:45;light
Islip terrace;NY;11/09/2011 02:30;sphere
Chisago;MN;22/06/2015 22:30;cylinder
Panama City Beach;FL;15/09/2015 22:00;flash
South Jordan;UT;21/01/2016 20:02;light
Irwin;PA;24/07/2016 12:00;sphere
White Sands;NM;16/08/2016 20:48;circle
Comer's Rock;VA;23/08/2016 15:30;triangle
Oklahoma city;OK;31/08/2016 16:45;unknown
South Park Township;PA;05/09/2016 20:00;light
Elko New Market;MN;09/09/2016 23:39;circle
Jasper;AB;10/09/2016 01:00;fireball
Hilton Head;SC;10/09/2016 01:00;sphere
Hilton Head;SC;10/09/2016 01:00;circle
Madison;OH;15/10/2016 20:20;light
Florissant;MO;15/10/2016 22:00;fireball
Saint Paul;MN;15/10/2016 22:30;circle
Nashua;NH;15/10/2016 23:00;formation
Philadelphia;PA;15/10/2016 23:15;sphere
Encinitas;CA;16/10/2016 02:16;circle
South Tampa;FL;16/10/2016 05:40;light
Tucson;AZ;16/10/2016 12:45;rectangle
Banner Springs;KS;16/10/2016 13:30;triangle
Mastic Beach;NY;31/10/2016 23:00;oval
Houston;TX;01/11/2016 00:01;circle
Albany;NY;01/11/2016 05:00;light
Bensalem;PA;01/11/2016 09:40;oval
Gilroy;CA;01/11/2016 17:00;changing
Fairhaven;MA;01/11/2016 17:49;diamond
Hemet;CA;01/11/2016 18:00;light
Phil Campbell;AL;01/11/2016 18:30;light
Alvord;TX;22/10/2016 20:00;triangle
Jacksonville;FL;22/10/2016 20:00;light
San Dimas;CA;22/10/2016 20:00;fireball
Winder;GA;22/10/2016 20:10;fireball
Hutchinson;MN;22/10/2016 20:45;light
Pickerington;OH;22/10/2016 21:00;light
Madison;WI;22/10/2016 21:27;sphere
North Topsail Beach;NC;22/10/2016 21:45;fireball
Virginia Beach;VA;10/11/2016 20:40;disk
La Ronge;SK;10/11/2016 20:40;unknown
Lake Tanis;TN;10/11/2016 21:00;light
Colby;WI;10/11/2016 21:43;teardrop
Oceanside;CA;10/11/2016 23:00;light
Gilcrest;CO;11/11/2016 05:30;teardrop
Leominster;MA;11/11/2016 07:20;cigar
Herod;IL;11/11/2016 08:30;other
Regina;SK;02/10/2016 17:45;disk
Bristol;TN;02/10/2016 19:45;cone
Murphy;TX;02/10/2016 20:45;rectangle
Des Moines;IA;02/10/2016 21:00;light
Sioux Falls;SD;02/10/2016 22:00;disk
Kettering;OH;02/10/2016 22:45;unknown
Long Beach;CA;03/10/2016 03:00;light
Kemp;TX;18/08/2016 00:00;circle
Wellington;KS;21/08/2016 04:15;light
Surf City;NC;29/08/2016 20:26;circle
Angleton;TX;02/09/2016 20:35;flash
Tampa;FL;04/09/2016 01:00;other
Northbrook;IL;04/09/2016 03:40;light
Kettering;OH;04/09/2016 19:55;other
National Park;NJ;04/09/2016 23:00;fireball
Jefferson Hills;PA;05/09/2016 04:00;light
Anchorage;AK;12/09/2016 01:00;disk
Adriatic (Italy/Greece);;13/09/2016 03:00;circle
Lewisville;NC;14/09/2016 02:30;other
Kapaa;HI;14/09/2016 18:00;unknown
Minot;ME;16/09/2016 18:40;other
Madurai;IN;19/09/2016 20:00;fireball
Crandon;WI;19/09/2016 21:00;other
Saucier;MS;19/09/2016 22:00;light
Louisville;KY;20/09/2016 21:04;sphere
Lexington;SC;16/10/2016 19:00;fireball
South Kingstown;RI;16/10/2016 19:35;light
Golden Valley;AZ;16/10/2016 19:50;circle
Mansfield;TX;16/10/2016 21:31;light
Colorado Springs;CO;17/10/2016 01:36;triangle
Jacksonville;FL;17/10/2016 05:35;unknown
Clearwater;FL;17/10/2016 05:45;circle
La Habra;CA;17/10/2016 07:00;changing
Fort Lauderdale;FL;01/11/2016 18:30;light
Ashburn;VA;01/11/2016 20:05;formation
Miller Place;NY;01/11/2016 20:20;other
Hackensack;NJ;01/11/2016 20:20;light
Tarentum;PA;01/11/2016 20:25;fireball
Centerton;AR;01/11/2016 20:30;flash
Eureka;CA;01/11/2016 22:00;triangle
Wantagh;NY;02/11/2016 17:35;circle
Trenton;MO;22/10/2016 23:20;sphere
Philadelphia;PA;22/10/2016 23:38;cigar
Dickerson;MD;23/10/2016 06:30;light
Longwood;FL;23/10/2016 07:00;light
Honolulu;HI;23/10/2016 18:30;light
Baltimore City;MD;23/10/2016 19:45;fireball
Louisville;MS;23/10/2016 19:45;triangle
Pembroke Pines;FL;23/10/2016 20:00;
Gulfport;MS;23/10/2016 20:35;circle
Keizer;OR;11/11/2016 11:00;unknown
Adairsville;GA;03/10/2016 04:00;circle
Belchertown;MA;03/10/2016 05:00;fireball
Millington;TN;03/10/2016 07:25;disk
Coshocton;OH;03/10/2016 14:25;other
Saginaw;MN;03/10/2016 17:00;rectangle
Ellsworth;ME;03/10/2016 18:00;triangle
Ellsworth;ME;03/10/2016 18:00;sphere
Laurel;DE;03/10/2016 20:00;formation
Saint George;UT;05/09/2016 22:30;triangle
Wichita;KS;09/09/2016 09:30;sphere
Moore;TX;09/09/2016 23:30;formation
Hilton Head;SC;10/09/2016 00:45;sphere
San Juan (Puerto Rico);;10/09/2016 18:20;other
Albany;NY;10/09/2016 19:00;circle
Lima;OH;10/09/2016 21:00;fireball
Austin;TX;21/09/2016 19:50;
Los Angeles;CA;11/09/2016 14:00;cylinder
Quincy;MA;21/09/2016 22:00;oval
Columbia;SC;22/09/2016 02:02;unknown
